date,revenue,orders,customers,revenue_ma7,revenue_ma30,cumulative_revenue,cumulative_orders
2024-11-26,2883.07,48,37,2895.9085714285716,2874.615,714384.1699999998,12946
2024-11-27,2629.56,41,37,2911.212857142857,2876.567,717013.7299999999,12987
2024-11-28,2933.91,49,44,2977.592857142857,2875.6259999999997,719947.6399999999,13036
2024-11-29,2720.88,56,47,2910.48,2868.977,722668.5199999999,13092
2024-11-30,3229.85,57,42,2930.3257142857146,2885.616666666667,725898.3699999999,13149
2024-12-01,2906.9,50,40,2909.694285714286,2890.105666666667,728805.2699999999,13199
2024-12-02,2717.47,50,43,2860.2342857142858,2876.659666666667,731522.7399999999,13249
2024-12-03,2883.21,48,45,2860.2542857142857,2887.399,734405.9499999998,13297
2024-12-04,3118.4,48,42,2930.088571428572,2894.545666666667,737524.3499999999,13345
2024-12-05,2840.68,44,35,2916.77,2899.8673333333336,740365.0299999999,13389
2024-12-06,2778.78,51,44,2925.0414285714287,2903.2053333333333,743143.8099999999,13440
2024-12-07,3114.56,65,55,2908.5714285714284,2904.4813333333327,746258.37,13505
2024-12-08,3131.29,48,43,2940.6271428571426,2908.943,749389.66,13553
2024-12-09,2922.41,47,36,2969.9042857142854,2906.440666666667,752312.0700000001,13600
2024-12-10,2950.2,62,55,2979.4742857142855,2899.808666666667,755262.27,13662
2024-12-11,3178.46,50,42,2988.0542857142855,2913.478666666667,758440.73,13712
2024-12-12,2692.05,43,40,2966.8214285714284,2904.158,761132.78,13755
2024-12-13,2722.15,49,40,2958.7314285714283,2905.5800000000004,763854.93,13804
2024-12-14,2947.05,51,44,2934.8014285714285,2907.9556666666667,766801.9800000001,13855
2024-12-15,3117.01,58,54,2932.761428571429,2920.3253333333337,769918.9900000001,13913
2024-12-16,3293.02,71,54,2985.7057142857147,2936.0603333333333,773212.0100000001,13984
2024-12-17,3661.3,70,65,3087.2914285714287,2958.8436666666666,776873.3100000002,14054
2024-12-18,3495.15,57,50,3132.5328571428577,2989.960333333334,780368.4600000002,14111
2024-12-19,3209.23,71,54,3206.4157142857143,2982.1626666666666,783577.6900000002,14182
2024-12-20,3271.06,63,51,3284.8314285714287,3007.1169999999997,786848.7500000002,14245
2024-12-21,2995.74,56,49,3291.7871428571425,3024.6666666666665,789844.4900000002,14301
2024-12-22,3310.83,59,45,3319.4757142857147,3028.672,793155.3200000002,14360
2024-12-23,3249.82,51,44,3313.304285714286,3033.9683333333332,796405.1400000001,14411
2024-12-24,3453.4,66,54,3283.6042857142857,3047.371,799858.5400000002,14477
2024-12-25,3128.69,60,52,3231.252857142857,3049.537666666666,802987.2300000001,14537
2024-12-26,3553.04,59,44,3280.368571428571,3071.8700000000003,806540.2700000001,14596
2024-12-27,3877.51,71,65,3367.0042857142857,3113.4683333333332,810417.7800000001,14667
2024-12-28,3405.58,68,64,3425.552857142857,3129.190666666667,813823.3600000001,14735
2024-12-29,3579.29,66,62,3463.904285714286,3157.8043333333335,817402.6500000001,14801
2024-12-30,3686.43,77,69,3526.2771428571427,3173.023666666667,821089.0800000002,14878
2024-12-31,3379.63,69,53,3515.7385714285715,3188.7813333333334,824468.7100000002,14947
